region,type kjøring,drivstofftype,år,statistikkvariabel,"07849: Registrerte kjøretøy,"
0 Hele landet,Utleievogn,Parafin,2020,Tunge motorsykler,0
0 Hele landet,Utleievogn,Parafin,2020,Beltemotorsykler,0
0 Hele landet,Utleievogn,Parafin,2020,Traktorer,0
0 Hele landet,Utleievogn,Parafin,2020,Motorredskaper,0
0 Hele landet,Utleievogn,Gass,2008,Personbiler,0
0 Hele landet,Utleievogn,Gass,2008,Ambulanser,0
0 Hele landet,Utleievogn,Gass,2008,Busser,0
0 Hele landet,Utleievogn,Gass,2008,Varebiler,3
0 Hele landet,Utleievogn,Gass,2008,Kombinerte biler,0
0 Hele landet,Utleievogn,Gass,2008,Lastebiler,0
0 Hele landet,Utleievogn,Gass,2008,Mopeder,0
0 Hele landet,Utleievogn,Gass,2008,Lette motorsykler,0
0 Hele landet,Utleievogn,Gass,2008,Tunge motorsykler,0
0 Hele landet,Utleievogn,Gass,2008,Beltemotorsykler,0
0 Hele landet,Utleievogn,Gass,2008,Traktorer,0
0 Hele landet,Utleievogn,Gass,2008,Motorredskaper,0
0 Hele landet,Utleievogn,Gass,2009,Personbiler,0
0 Hele landet,Utleievogn,Gass,2009,Ambulanser,0
0 Hele landet,Utleievogn,Gass,2009,Busser,0
0 Hele landet,Utleievogn,Gass,2009,Varebiler,12
0 Hele landet,Utleievogn,Gass,2009,Kombinerte biler,0
0 Hele landet,Utleievogn,Gass,2009,Lastebiler,16
0 Hele landet,Utleievogn,Gass,2009,Mopeder,0
0 Hele landet,Utleievogn,Gass,2009,Lette motorsykler,0
0 Hele landet,Utleievogn,Gass,2009,Tunge motorsykler,0
0 Hele landet,Utleievogn,Gass,2009,Beltemotorsykler,0
0 Hele landet,Utleievogn,Gass,2009,Traktorer,0
0 Hele landet,Utleievogn,Gass,2009,Motorredskaper,0
0 Hele landet,Utleievogn,Gass,2010,Personbiler,0
0 Hele landet,Utleievogn,Gass,2010,Ambulanser,0
0 Hele landet,Utleievogn,Gass,2010,Busser,0
0 Hele landet,Utleievogn,Gass,2010,Varebiler,24
0 Hele landet,Utleievogn,Gass,2010,Kombinerte biler,0
0 Hele landet,Utleievogn,Gass,2010,Lastebiler,32
0 Hele landet,Utleievogn,Gass,2010,Mopeder,0
0 Hele landet,Utleievogn,Gass,2010,Lette motorsykler,0
0 Hele landet,Utleievogn,Gass,2010,Tunge motorsykler,0
0 Hele landet,Utleievogn,Gass,2010,Beltemotorsykler,0
0 Hele landet,Utleievogn,Gass,2010,Traktorer,0
0 Hele landet,Utleievogn,Gass,2010,Motorredskaper,0
0 Hele landet,Utleievogn,Gass,2011,Personbiler,0
0 Hele landet,Utleievogn,Gass,2011,Ambulanser,0
0 Hele landet,Utleievogn,Gass,2011,Busser,0
0 Hele landet,Utleievogn,Gass,2011,Varebiler,44
0 Hele landet,Utleievogn,Gass,2011,Kombinerte biler,0
0 Hele landet,Utleievogn,Gass,2011,Lastebiler,32
0 Hele landet,Utleievogn,Gass,2011,Mopeder,0
0 Hele landet,Utleievogn,Gass,2011,Lette motorsykler,0
0 Hele landet,Utleievogn,Gass,2011,Tunge motorsykler,0
0 Hele landet,Utleievogn,Gass,2011,Beltemotorsykler,0
0 Hele landet,Utleievogn,Gass,2011,Traktorer,0
0 Hele landet,Utleievogn,Gass,2011,Motorredskaper,0
0 Hele landet,Utleievogn,Gass,2012,Personbiler,0
0 Hele landet,Utleievogn,Gass,2012,Ambulanser,0
0 Hele landet,Utleievogn,Gass,2012,Busser,2
0 Hele landet,Utleievogn,Gass,2012,Varebiler,122
0 Hele landet,Utleievogn,Gass,2012,Kombinerte biler,0
0 Hele landet,Utleievogn,Gass,2012,Lastebiler,33
0 Hele landet,Utleievogn,Gass,2012,Mopeder,0
0 Hele landet,Utleievogn,Gass,2012,Lette motorsykler,0
0 Hele landet,Utleievogn,Gass,2012,Tunge motorsykler,0
0 Hele landet,Utleievogn,Gass,2012,Beltemotorsykler,0
0 Hele landet,Utleievogn,Gass,2012,Traktorer,0
0 Hele landet,Utleievogn,Gass,2012,Motorredskaper,0
0 Hele landet,Utleievogn,Gass,2013,Personbiler,29
0 Hele landet,Utleievogn,Gass,2013,Ambulanser,0
0 Hele landet,Utleievogn,Gass,2013,Busser,2
0 Hele landet,Utleievogn,Gass,2013,Varebiler,129
0 Hele landet,Utleievogn,Gass,2013,Kombinerte biler,0
0 Hele landet,Utleievogn,Gass,2013,Lastebiler,46
0 Hele landet,Utleievogn,Gass,2013,Mopeder,0
0 Hele landet,Utleievogn,Gass,2013,Lette motorsykler,0
0 Hele landet,Utleievogn,Gass,2013,Tunge motorsykler,0
0 Hele landet,Utleievogn,Gass,2013,Beltemotorsykler,0
0 Hele landet,Utleievogn,Gass,2013,Traktorer,0
0 Hele landet,Utleievogn,Gass,2013,Motorredskaper,0
0 Hele landet,Utleievogn,Gass,2014,Personbiler,36
0 Hele landet,Utleievogn,Gass,2014,Ambulanser,0
0 Hele landet,Utleievogn,Gass,2014,Busser,2
0 Hele landet,Utleievogn,Gass,2014,Varebiler,127
0 Hele landet,Utleievogn,Gass,2014,Kombinerte biler,0
0 Hele landet,Utleievogn,Gass,2014,Lastebiler,67
0 Hele landet,Utleievogn,Gass,2014,Mopeder,0
0 Hele landet,Utleievogn,Gass,2014,Lette motorsykler,0
0 Hele landet,Utleievogn,Gass,2014,Tunge motorsykler,0
0 Hele landet,Utleievogn,Gass,2014,Beltemotorsykler,0
0 Hele landet,Utleievogn,Gass,2014,Traktorer,0
0 Hele landet,Utleievogn,Gass,2014,Motorredskaper,0
0 Hele landet,Utleievogn,Gass,2015,Personbiler,35
0 Hele landet,Utleievogn,Gass,2015,Ambulanser,0
0 Hele landet,Utleievogn,Gass,2015,Busser,4
0 Hele landet,Utleievogn,Gass,2015,Varebiler,129
0 Hele landet,Utleievogn,Gass,2015,Kombinerte biler,0
0 Hele landet,Utleievogn,Gass,2015,Lastebiler,93
0 Hele landet,Utleievogn,Gass,2015,Mopeder,0
0 Hele landet,Utleievogn,Gass,2015,Lette motorsykler,0
0 Hele landet,Utleievogn,Gass,2015,Tunge motorsykler,0
0 Hele landet,Utleievogn,Gass,2015,Beltemotorsykler,0
0 Hele landet,Utleievogn,Gass,2015,Traktorer,0
0 Hele landet,Utleievogn,Gass,2015,Motorredskaper,0
0 Hele landet,Utleievogn,Gass,2016,Personbiler,23
0 Hele landet,Utleievogn,Gass,2016,Ambulanser,0
0 Hele landet,Utleievogn,Gass,2016,Busser,68
0 Hele landet,Utleievogn,Gass,2016,Varebiler,143
0 Hele landet,Utleievogn,Gass,2016,Kombinerte biler,0
0 Hele landet,Utleievogn,Gass,2016,Lastebiler,139
0 Hele landet,Utleievogn,Gass,2016,Mopeder,0
0 Hele landet,Utleievogn,Gass,2016,Lette motorsykler,0
0 Hele landet,Utleievogn,Gass,2016,Tunge motorsykler,0
0 Hele landet,Utleievogn,Gass,2016,Beltemotorsykler,0
0 Hele landet,Utleievogn,Gass,2016,Traktorer,0
0 Hele landet,Utleievogn,Gass,2016,Motorredskaper,0
0 Hele landet,Utleievogn,Gass,2017,Personbiler,49
0 Hele landet,Utleievogn,Gass,2017,Ambulanser,0
0 Hele landet,Utleievogn,Gass,2017,Busser,76
0 Hele landet,Utleievogn,Gass,2017,Varebiler,107
0 Hele landet,Utleievogn,Gass,2017,Kombinerte biler,0
0 Hele landet,Utleievogn,Gass,2017,Lastebiler,129
0 Hele landet,Utleievogn,Gass,2017,Mopeder,0
0 Hele landet,Utleievogn,Gass,2017,Lette motorsykler,0
0 Hele landet,Utleievogn,Gass,2017,Tunge motorsykler,0
0 Hele landet,Utleievogn,Gass,2017,Beltemotorsykler,0
0 Hele landet,Utleievogn,Gass,2017,Traktorer,0
0 Hele landet,Utleievogn,Gass,2017,Motorredskaper,0
0 Hele landet,Utleievogn,Gass,2018,Personbiler,38
0 Hele landet,Utleievogn,Gass,2018,Ambulanser,0
0 Hele landet,Utleievogn,Gass,2018,Busser,84
0 Hele landet,Utleievogn,Gass,2018,Varebiler,96
0 Hele landet,Utleievogn,Gass,2018,Kombinerte biler,0
0 Hele landet,Utleievogn,Gass,2018,Lastebiler,134
0 Hele landet,Utleievogn,Gass,2018,Mopeder,0
0 Hele landet,Utleievogn,Gass,2018,Lette motorsykler,0
0 Hele landet,Utleievogn,Gass,2018,Tunge motorsykler,0
0 Hele landet,Utleievogn,Gass,2018,Beltemotorsykler,0
0 Hele landet,Utleievogn,Gass,2018,Traktorer,0
0 Hele landet,Utleievogn,Gass,2018,Motorredskaper,0
0 Hele landet,Utleievogn,Gass,2019,Personbiler,44
0 Hele landet,Utleievogn,Gass,2019,Ambulanser,0
0 Hele landet,Utleievogn,Gass,2019,Busser,93
0 Hele landet,Utleievogn,Gass,2019,Varebiler,96
0 Hele landet,Utleievogn,Gass,2019,Kombinerte biler,0
0 Hele landet,Utleievogn,Gass,2019,Lastebiler,152
0 Hele landet,Utleievogn,Gass,2019,Mopeder,0
0 Hele landet,Utleievogn,Gass,2019,Lette motorsykler,0
0 Hele landet,Utleievogn,Gass,2019,Tunge motorsykler,0
0 Hele landet,Utleievogn,Gass,2019,Beltemotorsykler,0
0 Hele landet,Utleievogn,Gass,2019,Traktorer,0
0 Hele landet,Utleievogn,Gass,2019,Motorredskaper,0
0 Hele landet,Utleievogn,Gass,2020,Personbiler,25
0 Hele landet,Utleievogn,Gass,2020,Ambulanser,0
0 Hele landet,Utleievogn,Gass,2020,Busser,88
0 Hele landet,Utleievogn,Gass,2020,Varebiler,85
0 Hele landet,Utleievogn,Gass,2020,Kombinerte biler,0
0 Hele landet,Utleievogn,Gass,2020,Lastebiler,144
0 Hele landet,Utleievogn,Gass,2020,Mopeder,0
0 Hele landet,Utleievogn,Gass,2020,Lette motorsykler,0
0 Hele landet,Utleievogn,Gass,2020,Tunge motorsykler,0
0 Hele landet,Utleievogn,Gass,2020,Beltemotorsykler,0
0 Hele landet,Utleievogn,Gass,2020,Traktorer,0
0 Hele landet,Utleievogn,Gass,2020,Motorredskaper,0
0 Hele landet,Utleievogn,El.,2008,Personbiler,2
0 Hele landet,Utleievogn,El.,2008,Ambulanser,0
0 Hele landet,Utleievogn,El.,2008,Busser,0
0 Hele landet,Utleievogn,El.,2008,Varebiler,0
0 Hele landet,Utleievogn,El.,2008,Kombinerte biler,0
0 Hele landet,Utleievogn,El.,2008,Lastebiler,0
0 Hele landet,Utleievogn,El.,2008,Mopeder,0
0 Hele landet,Utleievogn,El.,2008,Lette motorsykler,0
0 Hele landet,Utleievogn,El.,2008,Tunge motorsykler,10
0 Hele landet,Utleievogn,El.,2008,Beltemotorsykler,0
0 Hele landet,Utleievogn,El.,2008,Traktorer,0
0 Hele landet,Utleievogn,El.,2008,Motorredskaper,0
0 Hele landet,Utleievogn,El.,2009,Personbiler,14
0 Hele landet,Utleievogn,El.,2009,Ambulanser,0
0 Hele landet,Utleievogn,El.,2009,Busser,0
0 Hele landet,Utleievogn,El.,2009,Varebiler,4
0 Hele landet,Utleievogn,El.,2009,Kombinerte biler,0
0 Hele landet,Utleievogn,El.,2009,Lastebiler,0
0 Hele landet,Utleievogn,El.,2009,Mopeder,0
0 Hele landet,Utleievogn,El.,2009,Lette motorsykler,0
0 Hele landet,Utleievogn,El.,2009,Tunge motorsykler,14
0 Hele landet,Utleievogn,El.,2009,Beltemotorsykler,0
0 Hele landet,Utleievogn,El.,2009,Traktorer,0
0 Hele landet,Utleievogn,El.,2009,Motorredskaper,0
0 Hele landet,Utleievogn,El.,2010,Personbiler,33
0 Hele landet,Utleievogn,El.,2010,Ambulanser,0
0 Hele landet,Utleievogn,El.,2010,Busser,0
0 Hele landet,Utleievogn,El.,2010,Varebiler,4
0 Hele landet,Utleievogn,El.,2010,Kombinerte biler,0
0 Hele landet,Utleievogn,El.,2010,Lastebiler,0
0 Hele landet,Utleievogn,El.,2010,Mopeder,0
0 Hele landet,Utleievogn,El.,2010,Lette motorsykler,0
0 Hele landet,Utleievogn,El.,2010,Tunge motorsykler,14
0 Hele landet,Utleievogn,El.,2010,Beltemotorsykler,0
0 Hele landet,Utleievogn,El.,2010,Traktorer,0
0 Hele landet,Utleievogn,El.,2010,Motorredskaper,0
0 Hele landet,Utleievogn,El.,2011,Personbiler,58
0 Hele landet,Utleievogn,El.,2011,Ambulanser,0
0 Hele landet,Utleievogn,El.,2011,Busser,0
0 Hele landet,Utleievogn,El.,2011,Varebiler,18
0 Hele landet,Utleievogn,El.,2011,Kombinerte biler,0
0 Hele landet,Utleievogn,El.,2011,Lastebiler,0
0 Hele landet,Utleievogn,El.,2011,Mopeder,0
0 Hele landet,Utleievogn,El.,2011,Lette motorsykler,0
0 Hele landet,Utleievogn,El.,2011,Tunge motorsykler,10
0 Hele landet,Utleievogn,El.,2011,Beltemotorsykler,0
0 Hele landet,Utleievogn,El.,2011,Traktorer,0
0 Hele landet,Utleievogn,El.,2011,Motorredskaper,0
0 Hele landet,Utleievogn,El.,2012,Personbiler,65
0 Hele landet,Utleievogn,El.,2012,Ambulanser,0
0 Hele landet,Utleievogn,El.,2012,Busser,0
0 Hele landet,Utleievogn,El.,2012,Varebiler,42
0 Hele landet,Utleievogn,El.,2012,Kombinerte biler,0
0 Hele landet,Utleievogn,El.,2012,Lastebiler,0
0 Hele landet,Utleievogn,El.,2012,Mopeder,0
0 Hele landet,Utleievogn,El.,2012,Lette motorsykler,0
0 Hele landet,Utleievogn,El.,2012,Tunge motorsykler,6
0 Hele landet,Utleievogn,El.,2012,Beltemotorsykler,0
0 Hele landet,Utleievogn,El.,2012,Traktorer,0
0 Hele landet,Utleievogn,El.,2012,Motorredskaper,0
0 Hele landet,Utleievogn,El.,2013,Personbiler,86
0 Hele landet,Utleievogn,El.,2013,Ambulanser,0
0 Hele landet,Utleievogn,El.,2013,Busser,0
0 Hele landet,Utleievogn,El.,2013,Varebiler,122
0 Hele landet,Utleievogn,El.,2013,Kombinerte biler,0
0 Hele landet,Utleievogn,El.,2013,Lastebiler,0
0 Hele landet,Utleievogn,El.,2013,Mopeder,0
0 Hele landet,Utleievogn,El.,2013,Lette motorsykler,0
0 Hele landet,Utleievogn,El.,2013,Tunge motorsykler,4
0 Hele landet,Utleievogn,El.,2013,Beltemotorsykler,0
0 Hele landet,Utleievogn,El.,2013,Traktorer,0
0 Hele landet,Utleievogn,El.,2013,Motorredskaper,0
0 Hele landet,Utleievogn,El.,2014,Personbiler,205
0 Hele landet,Utleievogn,El.,2014,Ambulanser,0
0 Hele landet,Utleievogn,El.,2014,Busser,0
0 Hele landet,Utleievogn,El.,2014,Varebiler,130
0 Hele landet,Utleievogn,El.,2014,Kombinerte biler,0
0 Hele landet,Utleievogn,El.,2014,Lastebiler,0
0 Hele landet,Utleievogn,El.,2014,Mopeder,0
0 Hele landet,Utleievogn,El.,2014,Lette motorsykler,0
0 Hele landet,Utleievogn,El.,2014,Tunge motorsykler,1
0 Hele landet,Utleievogn,El.,2014,Beltemotorsykler,0
0 Hele landet,Utleievogn,El.,2014,Traktorer,0
0 Hele landet,Utleievogn,El.,2014,Motorredskaper,0
0 Hele landet,Utleievogn,El.,2015,Personbiler,584
0 Hele landet,Utleievogn,El.,2015,Ambulanser,0
0 Hele landet,Utleievogn,El.,2015,Busser,0
0 Hele landet,Utleievogn,El.,2015,Varebiler,174
0 Hele landet,Utleievogn,El.,2015,Kombinerte biler,0
0 Hele landet,Utleievogn,El.,2015,Lastebiler,0
0 Hele landet,Utleievogn,El.,2015,Mopeder,0
0 Hele landet,Utleievogn,El.,2015,Lette motorsykler,0
0 Hele landet,Utleievogn,El.,2015,Tunge motorsykler,4
0 Hele landet,Utleievogn,El.,2015,Beltemotorsykler,0
0 Hele landet,Utleievogn,El.,2015,Traktorer,0
0 Hele landet,Utleievogn,El.,2015,Motorredskaper,0
0 Hele landet,Utleievogn,El.,2016,Personbiler,1399
0 Hele landet,Utleievogn,El.,2016,Ambulanser,0
0 Hele landet,Utleievogn,El.,2016,Busser,0
0 Hele landet,Utleievogn,El.,2016,Varebiler,208
0 Hele landet,Utleievogn,El.,2016,Kombinerte biler,0
0 Hele landet,Utleievogn,El.,2016,Lastebiler,0
0 Hele landet,Utleievogn,El.,2016,Mopeder,0
0 Hele landet,Utleievogn,El.,2016,Lette motorsykler,0
0 Hele landet,Utleievogn,El.,2016,Tunge motorsykler,4
0 Hele landet,Utleievogn,El.,2016,Beltemotorsykler,0
0 Hele landet,Utleievogn,El.,2016,Traktorer,1
0 Hele landet,Utleievogn,El.,2016,Motorredskaper,0
0 Hele landet,Utleievogn,El.,2017,Personbiler,2640
0 Hele landet,Utleievogn,El.,2017,Ambulanser,0
0 Hele landet,Utleievogn,El.,2017,Busser,0
0 Hele landet,Utleievogn,El.,2017,Varebiler,243
0 Hele landet,Utleievogn,El.,2017,Kombinerte biler,0
0 Hele landet,Utleievogn,El.,2017,Lastebiler,0
0 Hele landet,Utleievogn,El.,2017,Mopeder,0
0 Hele landet,Utleievogn,El.,2017,Lette motorsykler,0
0 Hele landet,Utleievogn,El.,2017,Tunge motorsykler,15
0 Hele landet,Utleievogn,El.,2017,Beltemotorsykler,0
0 Hele landet,Utleievogn,El.,2017,Traktorer,4
0 Hele landet,Utleievogn,El.,2017,Motorredskaper,0
0 Hele landet,Utleievogn,El.,2018,Personbiler,4552
0 Hele landet,Utleievogn,El.,2018,Ambulanser,0
0 Hele landet,Utleievogn,El.,2018,Busser,2
0 Hele landet,Utleievogn,El.,2018,Varebiler,287
0 Hele landet,Utleievogn,El.,2018,Kombinerte biler,0
0 Hele landet,Utleievogn,El.,2018,Lastebiler,3
0 Hele landet,Utleievogn,El.,2018,Mopeder,0
0 Hele landet,Utleievogn,El.,2018,Lette motorsykler,0
0 Hele landet,Utleievogn,El.,2018,Tunge motorsykler,12
0 Hele landet,Utleievogn,El.,2018,Beltemotorsykler,0
0 Hele landet,Utleievogn,El.,2018,Traktorer,4
0 Hele landet,Utleievogn,El.,2018,Motorredskaper,0
0 Hele landet,Utleievogn,El.,2019,Personbiler,6970
0 Hele landet,Utleievogn,El.,2019,Ambulanser,0
0 Hele landet,Utleievogn,El.,2019,Busser,59
0 Hele landet,Utleievogn,El.,2019,Varebiler,384
0 Hele landet,Utleievogn,El.,2019,Kombinerte biler,0
0 Hele landet,Utleievogn,El.,2019,Lastebiler,5
0 Hele landet,Utleievogn,El.,2019,Mopeder,10
0 Hele landet,Utleievogn,El.,2019,Lette motorsykler,0
0 Hele landet,Utleievogn,El.,2019,Tunge motorsykler,13
0 Hele landet,Utleievogn,El.,2019,Beltemotorsykler,0
0 Hele landet,Utleievogn,El.,2019,Traktorer,3
0 Hele landet,Utleievogn,El.,2019,Motorredskaper,0
0 Hele landet,Utleievogn,El.,2020,Personbiler,14226
0 Hele landet,Utleievogn,El.,2020,Ambulanser,0
0 Hele landet,Utleievogn,El.,2020,Busser,70
0 Hele landet,Utleievogn,El.,2020,Varebiler,778
0 Hele landet,Utleievogn,El.,2020,Kombinerte biler,0
0 Hele landet,Utleievogn,El.,2020,Lastebiler,7
0 Hele landet,Utleievogn,El.,2020,Mopeder,5
0 Hele landet,Utleievogn,El.,2020,Lette motorsykler,0
0 Hele landet,Utleievogn,El.,2020,Tunge motorsykler,12
0 Hele landet,Utleievogn,El.,2020,Beltemotorsykler,0
0 Hele landet,Utleievogn,El.,2020,Traktorer,3
0 Hele landet,Utleievogn,El.,2020,Motorredskaper,0
0 Hele landet,Utleievogn,Annet drivstoff,2008,Personbiler,18
0 Hele landet,Utleievogn,Annet drivstoff,2008,Ambulanser,0
0 Hele landet,Utleievogn,Annet drivstoff,2008,Busser,0
0 Hele landet,Utleievogn,Annet drivstoff,2008,Varebiler,0
0 Hele landet,Utleievogn,Annet drivstoff,2008,Kombinerte biler,0
0 Hele landet,Utleievogn,Annet drivstoff,2008,Lastebiler,1
0 Hele landet,Utleievogn,Annet drivstoff,2008,Mopeder,0
0 Hele landet,Utleievogn,Annet drivstoff,2008,Lette motorsykler,0
0 Hele landet,Utleievogn,Annet drivstoff,2008,Tunge motorsykler,0
0 Hele landet,Utleievogn,Annet drivstoff,2008,Beltemotorsykler,0
0 Hele landet,Utleievogn,Annet drivstoff,2008,Traktorer,1
0 Hele landet,Utleievogn,Annet drivstoff,2008,Motorredskaper,0
0 Hele landet,Utleievogn,Annet drivstoff,2009,Personbiler,18
0 Hele landet,Utleievogn,Annet drivstoff,2009,Ambulanser,0
0 Hele landet,Utleievogn,Annet drivstoff,2009,Busser,0
0 Hele landet,Utleievogn,Annet drivstoff,2009,Varebiler,9
0 Hele landet,Utleievogn,Annet drivstoff,2009,Kombinerte biler,0
0 Hele landet,Utleievogn,Annet drivstoff,2009,Lastebiler,1
0 Hele landet,Utleievogn,Annet drivstoff,2009,Mopeder,0
0 Hele landet,Utleievogn,Annet drivstoff,2009,Lette motorsykler,0
0 Hele landet,Utleievogn,Annet drivstoff,2009,Tunge motorsykler,0
0 Hele landet,Utleievogn,Annet drivstoff,2009,Beltemotorsykler,0
0 Hele landet,Utleievogn,Annet drivstoff,2009,Traktorer,1
0 Hele landet,Utleievogn,Annet drivstoff,2009,Motorredskaper,0
0 Hele landet,Utleievogn,Annet drivstoff,2010,Personbiler,16
0 Hele landet,Utleievogn,Annet drivstoff,2010,Ambulanser,0
0 Hele landet,Utleievogn,Annet drivstoff,2010,Busser,0
0 Hele landet,Utleievogn,Annet drivstoff,2010,Varebiler,8
0 Hele landet,Utleievogn,Annet drivstoff,2010,Kombinerte biler,0
0 Hele landet,Utleievogn,Annet drivstoff,2010,Lastebiler,0
0 Hele landet,Utleievogn,Annet drivstoff,2010,Mopeder,0
0 Hele landet,Utleievogn,Annet drivstoff,2010,Lette motorsykler,0
0 Hele landet,Utleievogn,Annet drivstoff,2010,Tunge motorsykler,0
0 Hele landet,Utleievogn,Annet drivstoff,2010,Beltemotorsykler,0
0 Hele landet,Utleievogn,Annet drivstoff,2010,Traktorer,1
0 Hele landet,Utleievogn,Annet drivstoff,2010,Motorredskaper,0
0 Hele landet,Utleievogn,Annet drivstoff,2011,Personbiler,16
0 Hele landet,Utleievogn,Annet drivstoff,2011,Ambulanser,0
0 Hele landet,Utleievogn,Annet drivstoff,2011,Busser,0
0 Hele landet,Utleievogn,Annet drivstoff,2011,Varebiler,10
0 Hele landet,Utleievogn,Annet drivstoff,2011,Kombinerte biler,0
0 Hele landet,Utleievogn,Annet drivstoff,2011,Lastebiler,0
0 Hele landet,Utleievogn,Annet drivstoff,2011,Mopeder,0
0 Hele landet,Utleievogn,Annet drivstoff,2011,Lette motorsykler,0
0 Hele landet,Utleievogn,Annet drivstoff,2011,Tunge motorsykler,0
0 Hele landet,Utleievogn,Annet drivstoff,2011,Beltemotorsykler,0
0 Hele landet,Utleievogn,Annet drivstoff,2011,Traktorer,0
0 Hele landet,Utleievogn,Annet drivstoff,2011,Motorredskaper,0
0 Hele landet,Utleievogn,Annet drivstoff,2012,Personbiler,8
0 Hele landet,Utleievogn,Annet drivstoff,2012,Ambulanser,0
0 Hele landet,Utleievogn,Annet drivstoff,2012,Busser,0
0 Hele landet,Utleievogn,Annet drivstoff,2012,Varebiler,10
0 Hele landet,Utleievogn,Annet drivstoff,2012,Kombinerte biler,0
0 Hele landet,Utleievogn,Annet drivstoff,2012,Lastebiler,1
0 Hele landet,Utleievogn,Annet drivstoff,2012,Mopeder,0
0 Hele landet,Utleievogn,Annet drivstoff,2012,Lette motorsykler,0
0 Hele landet,Utleievogn,Annet drivstoff,2012,Tunge motorsykler,0
0 Hele landet,Utleievogn,Annet drivstoff,2012,Beltemotorsykler,0
0 Hele landet,Utleievogn,Annet drivstoff,2012,Traktorer,0
0 Hele landet,Utleievogn,Annet drivstoff,2012,Motorredskaper,0
0 Hele landet,Utleievogn,Annet drivstoff,2013,Personbiler,160
0 Hele landet,Utleievogn,Annet drivstoff,2013,Ambulanser,0
0 Hele landet,Utleievogn,Annet drivstoff,2013,Busser,0
0 Hele landet,Utleievogn,Annet drivstoff,2013,Varebiler,9
0 Hele landet,Utleievogn,Annet drivstoff,2013,Kombinerte biler,0
0 Hele landet,Utleievogn,Annet drivstoff,2013,Lastebiler,3
0 Hele landet,Utleievogn,Annet drivstoff,2013,Mopeder,0
0 Hele landet,Utleievogn,Annet drivstoff,2013,Lette motorsykler,0
0 Hele landet,Utleievogn,Annet drivstoff,2013,Tunge motorsykler,0
0 Hele landet,Utleievogn,Annet drivstoff,2013,Beltemotorsykler,0
0 Hele landet,Utleievogn,Annet drivstoff,2013,Traktorer,0
0 Hele landet,Utleievogn,Annet drivstoff,2013,Motorredskaper,0
0 Hele landet,Utleievogn,Annet drivstoff,2014,Personbiler,19
0 Hele landet,Utleievogn,Annet drivstoff,2014,Ambulanser,0
0 Hele landet,Utleievogn,Annet drivstoff,2014,Busser,0
0 Hele landet,Utleievogn,Annet drivstoff,2014,Varebiler,9
0 Hele landet,Utleievogn,Annet drivstoff,2014,Kombinerte biler,0
0 Hele landet,Utleievogn,Annet drivstoff,2014,Lastebiler,3
0 Hele landet,Utleievogn,Annet drivstoff,2014,Mopeder,0
0 Hele landet,Utleievogn,Annet drivstoff,2014,Lette motorsykler,0
0 Hele landet,Utleievogn,Annet drivstoff,2014,Tunge motorsykler,0
0 Hele landet,Utleievogn,Annet drivstoff,2014,Beltemotorsykler,0
0 Hele landet,Utleievogn,Annet drivstoff,2014,Traktorer,0
0 Hele landet,Utleievogn,Annet drivstoff,2014,Motorredskaper,0
0 Hele landet,Utleievogn,Annet drivstoff,2015,Personbiler,11
0 Hele landet,Utleievogn,Annet drivstoff,2015,Ambulanser,0
0 Hele landet,Utleievogn,Annet drivstoff,2015,Busser,0
0 Hele landet,Utleievogn,Annet drivstoff,2015,Varebiler,8
0 Hele landet,Utleievogn,Annet drivstoff,2015,Kombinerte biler,0
0 Hele landet,Utleievogn,Annet drivstoff,2015,Lastebiler,3
0 Hele landet,Utleievogn,Annet drivstoff,2015,Mopeder,0
0 Hele landet,Utleievogn,Annet drivstoff,2015,Lette motorsykler,0
0 Hele landet,Utleievogn,Annet drivstoff,2015,Tunge motorsykler,0
0 Hele landet,Utleievogn,Annet drivstoff,2015,Beltemotorsykler,0
0 Hele landet,Utleievogn,Annet drivstoff,2015,Traktorer,0
0 Hele landet,Utleievogn,Annet drivstoff,2015,Motorredskaper,0
0 Hele landet,Utleievogn,Annet drivstoff,2016,Personbiler,10243
0 Hele landet,Utleievogn,Annet drivstoff,2016,Ambulanser,0
0 Hele landet,Utleievogn,Annet drivstoff,2016,Busser,1
0 Hele landet,Utleievogn,Annet drivstoff,2016,Varebiler,4
0 Hele landet,Utleievogn,Annet drivstoff,2016,Kombinerte biler,0
0 Hele landet,Utleievogn,Annet drivstoff,2016,Lastebiler,6
0 Hele landet,Utleievogn,Annet drivstoff,2016,Mopeder,0
0 Hele landet,Utleievogn,Annet drivstoff,2016,Lette motorsykler,0
0 Hele landet,Utleievogn,Annet drivstoff,2016,Tunge motorsykler,0
0 Hele landet,Utleievogn,Annet drivstoff,2016,Beltemotorsykler,0
0 Hele landet,Utleievogn,Annet drivstoff,2016,Traktorer,0
